time (s);Kick-scooter;Bicycle <25km;Bicycle <45km;Bicycle cargo;Moped <4kW;Scooter <4kW;Scooter 4-11kW;Motorcycle 4-11kW;Motorcycle 11-35kW;Motorcycle >35kW
1504;0;0;0;0;0;0;0;0;110.4;110.4
1505;0;0;0;0;0;0;0;0;110.7;110.7
1506;0;0;0;0;0;0;0;0;110.7;110.7
1507;0;0;0;0;0;0;0;0;110.3;110.3
1508;0;0;0;0;0;0;0;0;109.3;109.3
1509;0;0;0;0;0;0;0;0;108;108
1510;0;0;0;0;0;0;0;0;106.5;106.5
1511;0;0;0;0;0;0;0;0;105.4;105.4
1512;0;0;0;0;0;0;0;0;104.9;104.9
1513;0;0;0;0;0;0;0;0;104.7;104.7
1514;0;0;0;0;0;0;0;0;104.3;104.3
1515;0;0;0;0;0;0;0;0;103.6;103.6
1516;0;0;0;0;0;0;0;0;102.6;102.6
1517;0;0;0;0;0;0;0;0;101.7;101.7
1518;0;0;0;0;0;0;0;0;100.8;100.8
1519;0;0;0;0;0;0;0;0;100.2;100.2
1520;0;0;0;0;0;0;0;0;99.8;99.8
1521;0;0;0;0;0;0;0;0;99.7;99.7
1522;0;0;0;0;0;0;0;0;99.7;99.7
1523;0;0;0;0;0;0;0;0;100;100
1524;0;0;0;0;0;0;0;0;100.7;100.7
1525;0;0;0;0;0;0;0;0;101.8;101.8
1526;0;0;0;0;0;0;0;0;103.2;103.2
1527;0;0;0;0;0;0;0;0;104.9;104.9
1528;0;0;0;0;0;0;0;0;106.6;106.6
1529;0;0;0;0;0;0;0;0;108.3;108.3
1530;0;0;0;0;0;0;0;0;109.9;109.9
1531;0;0;0;0;0;0;0;0;111.4;111.4
1532;0;0;0;0;0;0;0;0;112.7;112.7
1533;0;0;0;0;0;0;0;0;113.7;113.7
1534;0;0;0;0;0;0;0;0;114.3;114.3
1535;0;0;0;0;0;0;0;0;114.6;114.6
1536;0;0;0;0;0;0;0;0;115;115
1537;0;0;0;0;0;0;0;0;115.4;115.4
1538;0;0;0;0;0;0;0;0;115.8;115.8
1539;0;0;0;0;0;0;0;0;116.2;116.2
1540;0;0;0;0;0;0;0;0;116.5;116.5
1541;0;0;0;0;0;0;0;0;116.6;116.6
1542;0;0;0;0;0;0;0;0;116.7;116.7
1543;0;0;0;0;0;0;0;0;116.8;116.8
1544;0;0;0;0;0;0;0;0;117;117
1545;0;0;0;0;0;0;0;0;117.5;117.5
1546;0;0;0;0;0;0;0;0;118.3;118.3
1547;0;0;0;0;0;0;0;0;119.2;119.2
1548;0;0;0;0;0;0;0;0;120.1;120.1
1549;0;0;0;0;0;0;0;0;120.8;120.8
1550;0;0;0;0;0;0;0;0;121.1;121.1
1551;0;0;0;0;0;0;0;0;120.7;120.7
1552;0;0;0;0;0;0;0;0;119;119
1553;0;0;0;0;0;0;0;0;116.3;116.3
1554;0;0;0;0;0;0;0;0;113.1;113.1
1555;0;0;0;0;0;0;0;0;110.3;110.3
1556;0;0;0;0;0;0;0;0;109;109
1557;0;0;0;0;0;0;0;0;109.4;109.4
1558;0;0;0;0;0;0;0;0;110.4;110.4
1559;0;0;0;0;0;0;0;0;111.3;111.3
1560;0;0;0;0;0;0;0;0;111.5;111.5
1561;0;0;0;0;0;0;0;0;110.1;110.1
1562;0;0;0;0;0;0;0;0;107.4;107.4
1563;0;0;0;0;0;0;0;0;104.4;104.4
1564;0;0;0;0;0;0;0;0;101.8;101.8
1565;0;0;0;0;0;0;0;0;100;100
1566;0;0;0;0;0;0;0;0;99.1;99.1
1567;0;0;0;0;0;0;0;0;98.7;98.7
1568;0;0;0;0;0;0;0;0;98.2;98.2
1569;0;0;0;0;0;0;0;0;99;99
1570;0;0;0;0;0;0;0;0;100.5;100.5
1571;0;0;0;0;0;0;0;0;102.3;102.3
1572;0;0;0;0;0;0;0;0;103.9;103.9
1573;0;0;0;0;0;0;0;0;105;105
1574;0;0;0;0;0;0;0;0;105.8;105.8
1575;0;0;0;0;0;0;0;0;106.4;106.4
1576;0;0;0;0;0;0;0;0;107.1;107.1
1577;0;0;0;0;0;0;0;0;107.7;107.7
1578;0;0;0;0;0;0;0;0;108.3;108.3
1579;0;0;0;0;0;0;0;0;109;109
1580;0;0;0;0;0;0;0;0;109.6;109.6
1581;0;0;0;0;0;0;0;0;110.3;110.3
1582;0;0;0;0;0;0;0;0;110.9;110.9
1583;0;0;0;0;0;0;0;0;111.5;111.5
1584;0;0;0;0;0;0;0;0;112;112
1585;0;0;0;0;0;0;0;0;112.3;112.3
1586;0;0;0;0;0;0;0;0;112.6;112.6
1587;0;0;0;0;0;0;0;0;112.9;112.9
1588;0;0;0;0;0;0;0;0;113.1;113.1
1589;0;0;0;0;0;0;0;0;113.3;113.3
1590;0;0;0;0;0;0;0;0;113.3;113.3
1591;0;0;0;0;0;0;0;0;113.2;113.2
1592;0;0;0;0;0;0;0;0;113.2;113.2
1593;0;0;0;0;0;0;0;0;113.3;113.3
1594;0;0;0;0;0;0;0;0;113.5;113.5
1595;0;0;0;0;0;0;0;0;113.9;113.9
1596;0;0;0;0;0;0;0;0;114.3;114.3
1597;0;0;0;0;0;0;0;0;114.6;114.6
1598;0;0;0;0;0;0;0;0;114.9;114.9
1599;0;0;0;0;0;0;0;0;115.1;115.1
1600;0;0;0;0;0;0;0;0;115.3;115.3
1601;0;0;0;0;0;0;0;0;115.4;115.4
1602;0;0;0;0;0;0;0;0;115.5;115.5
1603;0;0;0;0;0;0;0;0;115.6;115.6
1604;0;0;0;0;0;0;0;0;115.8;115.8
1605;0;0;0;0;0;0;0;0;115.9;115.9
1606;0;0;0;0;0;0;0;0;116;116
1607;0;0;0;0;0;0;0;0;116;116
1608;0;0;0;0;0;0;0;0;116;116
1609;0;0;0;0;0;0;0;0;116;116
1610;0;0;0;0;0;0;0;0;115.9;115.9
1611;0;0;0;0;0;0;0;0;115.9;115.9
1612;0;0;0;0;0;0;0;0;115.9;115.9
1613;0;0;0;0;0;0;0;0;115.8;115.8
1614;0;0;0;0;0;0;0;0;115.8;115.8
1615;0;0;0;0;0;0;0;0;115.8;115.8
1616;0;0;0;0;0;0;0;0;115.8;115.8
1617;0;0;0;0;0;0;0;0;115.8;115.8
1618;0;0;0;0;0;0;0;0;115.8;115.8
1619;0;0;0;0;0;0;0;0;115.9;115.9
1620;0;0;0;0;0;0;0;0;116;116
1621;0;0;0;0;0;0;0;0;116.2;116.2
1622;0;0;0;0;0;0;0;0;116.4;116.4
1623;0;0;0;0;0;0;0;0;116.6;116.6
1624;0;0;0;0;0;0;0;0;116.8;116.8
1625;0;0;0;0;0;0;0;0;117;117
1626;0;0;0;0;0;0;0;0;117.4;117.4
1627;0;0;0;0;0;0;0;0;117.9;117.9
1628;0;0;0;0;0;0;0;0;118.4;118.4
1629;0;0;0;0;0;0;0;0;118.8;118.8
1630;0;0;0;0;0;0;0;0;119.2;119.2
1631;0;0;0;0;0;0;0;0;119.5;119.5
1632;0;0;0;0;0;0;0;0;119.7;119.7
1633;0;0;0;0;0;0;0;0;119.9;119.9
1634;0;0;0;0;0;0;0;0;120.1;120.1
1635;0;0;0;0;0;0;0;0;120.3;120.3
1636;0;0;0;0;0;0;0;0;120.5;120.5
1637;0;0;0;0;0;0;0;0;120.8;120.8
1638;0;0;0;0;0;0;0;0;121.1;121.1
1639;0;0;0;0;0;0;0;0;121.5;121.5
1640;0;0;0;0;0;0;0;0;122;122
1641;0;0;0;0;0;0;0;0;122.3;122.3
1642;0;0;0;0;0;0;0;0;122.6;122.6
1643;0;0;0;0;0;0;0;0;122.9;122.9
1644;0;0;0;0;0;0;0;0;123.1;123.1
1645;0;0;0;0;0;0;0;0;123.2;123.2
1646;0;0;0;0;0;0;0;0;123.4;123.4
1647;0;0;0;0;0;0;0;0;123.5;123.5
1648;0;0;0;0;0;0;0;0;123.7;123.7
1649;0;0;0;0;0;0;0;0;123.9;123.9
1650;0;0;0;0;0;0;0;0;124.2;124.2
1651;0;0;0;0;0;0;0;0;124.4;124.4
1652;0;0;0;0;0;0;0;0;124.7;124.7
1653;0;0;0;0;0;0;0;0;125;125
1654;0;0;0;0;0;0;0;0;125.2;125.2
1655;0;0;0;0;0;0;0;0;125.3;125.3
1656;0;0;0;0;0;0;0;0;125.1;125.1
1657;0;0;0;0;0;0;0;0;124.4;124.4
1658;0;0;0;0;0;0;0;0;123.3;123.3
1659;0;0;0;0;0;0;0;0;122;122
1660;0;0;0;0;0;0;0;0;120.8;120.8
1661;0;0;0;0;0;0;0;0;119.5;119.5
1662;0;0;0;0;0;0;0;0;118.4;118.4
1663;0;0;0;0;0;0;0;0;117.8;117.8
1664;0;0;0;0;0;0;0;0;117.6;117.6
1665;0;0;0;0;0;0;0;0;117.5;117.5
1666;0;0;0;0;0;0;0;0;117.5;117.5
1667;0;0;0;0;0;0;0;0;117.4;117.4
1668;0;0;0;0;0;0;0;0;117.3;117.3
1669;0;0;0;0;0;0;0;0;117.1;117.1
1670;0;0;0;0;0;0;0;0;116.9;116.9
1671;0;0;0;0;0;0;0;0;116.6;116.6
1672;0;0;0;0;0;0;0;0;116.5;116.5
1673;0;0;0;0;0;0;0;0;116.4;116.4
1674;0;0;0;0;0;0;0;0;116.4;116.4
1675;0;0;0;0;0;0;0;0;116.5;116.5
1676;0;0;0;0;0;0;0;0;116.7;116.7
1677;0;0;0;0;0;0;0;0;117;117
1678;0;0;0;0;0;0;0;0;117.3;117.3
1679;0;0;0;0;0;0;0;0;117.7;117.7
1680;0;0;0;0;0;0;0;0;118.1;118.1
1681;0;0;0;0;0;0;0;0;118.5;118.5
1682;0;0;0;0;0;0;0;0;118.8;118.8
1683;0;0;0;0;0;0;0;0;118.9;118.9
1684;0;0;0;0;0;0;0;0;119.1;119.1
1685;0;0;0;0;0;0;0;0;119.1;119.1
1686;0;0;0;0;0;0;0;0;119.1;119.1
1687;0;0;0;0;0;0;0;0;119.2;119.2
1688;0;0;0;0;0;0;0;0;119.2;119.2
1689;0;0;0;0;0;0;0;0;119.3;119.3
1690;0;0;0;0;0;0;0;0;119.3;119.3
1691;0;0;0;0;0;0;0;0;119.4;119.4
1692;0;0;0;0;0;0;0;0;119.5;119.5
1693;0;0;0;0;0;0;0;0;119.5;119.5
1694;0;0;0;0;0;0;0;0;119.3;119.3
1695;0;0;0;0;0;0;0;0;119;119
1696;0;0;0;0;0;0;0;0;118.6;118.6
1697;0;0;0;0;0;0;0;0;118.2;118.2
1698;0;0;0;0;0;0;0;0;117.8;117.8
1699;0;0;0;0;0;0;0;0;117.6;117.6
1700;0;0;0;0;0;0;0;0;117.5;117.5
1701;0;0;0;0;0;0;0;0;117.4;117.4
1702;0;0;0;0;0;0;0;0;117.4;117.4
1703;0;0;0;0;0;0;0;0;117.3;117.3
1704;0;0;0;0;0;0;0;0;117;117
1705;0;0;0;0;0;0;0;0;116.7;116.7
1706;0;0;0;0;0;0;0;0;116.4;116.4
1707;0;0;0;0;0;0;0;0;116.1;116.1
1708;0;0;0;0;0;0;0;0;115.9;115.9
1709;0;0;0;0;0;0;0;0;115.7;115.7
1710;0;0;0;0;0;0;0;0;115.5;115.5
1711;0;0;0;0;0;0;0;0;115.3;115.3
1712;0;0;0;0;0;0;0;0;115.2;115.2
1713;0;0;0;0;0;0;0;0;115;115
1714;0;0;0;0;0;0;0;0;114.9;114.9
1715;0;0;0;0;0;0;0;0;114.9;114.9
1716;0;0;0;0;0;0;0;0;115;115
1717;0;0;0;0;0;0;0;0;115.2;115.2
1718;0;0;0;0;0;0;0;0;115.3;115.3
1719;0;0;0;0;0;0;0;0;115.4;115.4
1720;0;0;0;0;0;0;0;0;115.4;115.4
1721;0;0;0;0;0;0;0;0;115.2;115.2
1722;0;0;0;0;0;0;0;0;114.8;114.8
1723;0;0;0;0;0;0;0;0;114.4;114.4
1724;0;0;0;0;0;0;0;0;113.9;113.9
1725;0;0;0;0;0;0;0;0;113.6;113.6
1726;0;0;0;0;0;0;0;0;113.5;113.5
1727;0;0;0;0;0;0;0;0;113.5;113.5
1728;0;0;0;0;0;0;0;0;113.6;113.6
1729;0;0;0;0;0;0;0;0;113.7;113.7
1730;0;0;0;0;0;0;0;0;113.8;113.8
1731;0;0;0;0;0;0;0;0;113.9;113.9
1732;0;0;0;0;0;0;0;0;114;114
1733;0;0;0;0;0;0;0;0;114;114
1734;0;0;0;0;0;0;0;0;114.1;114.1
1735;0;0;0;0;0;0;0;0;114.2;114.2
1736;0;0;0;0;0;0;0;0;114.4;114.4
1737;0;0;0;0;0;0;0;0;114.5;114.5
1738;0;0;0;0;0;0;0;0;114.6;114.6
1739;0;0;0;0;0;0;0;0;114.7;114.7
1740;0;0;0;0;0;0;0;0;114.8;114.8
1741;0;0;0;0;0;0;0;0;115;115
1742;0;0;0;0;0;0;0;0;115.3;115.3
1743;0;0;0;0;0;0;0;0;116;116
1744;0;0;0;0;0;0;0;0;116.7;116.7
1745;0;0;0;0;0;0;0;0;117.5;117.5
1746;0;0;0;0;0;0;0;0;118.2;118.2
1747;0;0;0;0;0;0;0;0;118.6;118.6
1748;0;0;0;0;0;0;0;0;118.7;118.7
1749;0;0;0;0;0;0;0;0;118.8;118.8
1750;0;0;0;0;0;0;0;0;118.8;118.8
1751;0;0;0;0;0;0;0;0;118.9;118.9
1752;0;0;0;0;0;0;0;0;119.1;119.1
1753;0;0;0;0;0;0;0;0;119.4;119.4
1754;0;0;0;0;0;0;0;0;119.7;119.7
1755;0;0;0;0;0;0;0;0;119.9;119.9
1756;0;0;0;0;0;0;0;0;120;120
1757;0;0;0;0;0;0;0;0;119.6;119.6
1758;0;0;0;0;0;0;0;0;118.4;118.4
1759;0;0;0;0;0;0;0;0;115.9;115.9
1760;0;0;0;0;0;0;0;0;113.2;113.2
1761;0;0;0;0;0;0;0;0;110.5;110.5
1762;0;0;0;0;0;0;0;0;107.2;107.2
1763;0;0;0;0;0;0;0;0;104;104
1764;0;0;0;0;0;0;0;0;100.4;100.4
1765;0;0;0;0;0;0;0;0;96.8;96.8
1766;0;0;0;0;0;0;0;0;92.8;92.8
1767;0;0;0;0;0;0;0;0;88.9;88.9
1768;0;0;0;0;0;0;0;0;84.9;84.9
1769;0;0;0;0;0;0;0;0;80.6;80.6
1770;0;0;0;0;0;0;0;0;76.3;76.3
1771;0;0;0;0;0;0;0;0;72.3;72.3
1772;0;0;0;0;0;0;0;0;68.7;68.7
1773;0;0;0;0;0;0;0;0;65.5;65.5
1774;0;0;0;0;0;0;0;0;63;63
1775;0;0;0;0;0;0;0;0;61.2;61.2
1776;0;0;0;0;0;0;0;0;60.5;60.5
1777;0;0;0;0;0;0;0;0;60;60
1778;0;0;0;0;0;0;0;0;59.7;59.7
1779;0;0;0;0;0;0;0;0;59.4;59.4
1780;0;0;0;0;0;0;0;0;59.4;59.4
1781;0;0;0;0;0;0;0;0;58;58
1782;0;0;0;0;0;0;0;0;55;55
1783;0;0;0;0;0;0;0;0;51;51
1784;0;0;0;0;0;0;0;0;46;46
1785;0;0;0;0;0;0;0;0;38.8;38.8
1786;0;0;0;0;0;0;0;0;31.6;31.6
1787;0;0;0;0;0;0;0;0;24.4;24.4
1788;0;0;0;0;0;0;0;0;17.2;17.2
1789;0;0;0;0;0;0;0;0;10;10
1790;0;0;0;0;0;0;0;0;5;5
1791;0;0;0;0;0;0;0;0;2;2
1792;0;0;0;0;0;0;0;0;0;0
1793;0;0;0;0;0;0;0;0;0;0
1794;0;0;0;0;0;0;0;0;0;0
1795;0;0;0;0;0;0;0;0;0;0
1796;0;0;0;0;0;0;0;0;0;0
1797;0;0;0;0;0;0;0;0;0;0
1798;0;0;0;0;0;0;0;0;0;0
1799;0;0;0;0;0;0;0;0;0;0
1800;0;0;0;0;0;0;0;0;0;0
